Name,Device,Width(cm),Distance(cm),Trial,Time(ms),Correct
hanfengyan,mobile,0.75,2,6,339,true
hanfengyan,mobile,0.75,2,7,304,true
hanfengyan,mobile,0.75,2,8,356,true
hanfengyan,mobile,0.75,2,9,284,true
hanfengyan,mobile,0.75,2,10,327,true
hanfengyan,mobile,0.75,2,11,355,true
hanfengyan,mobile,0.75,2,12,303,true
hanfengyan,mobile,0.75,2,13,325,true
hanfengyan,mobile,0.75,2,14,315,true
hanfengyan,mobile,0.75,2,15,311,true
hanfengyan,mobile,0.75,2,16,368,true
hanfengyan,mobile,0.75,2,17,317,true
hanfengyan,mobile,0.75,2,18,339,true
hanfengyan,mobile,0.75,3,0,0,true
hanfengyan,mobile,0.75,3,1,400,true
hanfengyan,mobile,0.75,3,2,390,true
hanfengyan,mobile,0.75,3,3,500,true
hanfengyan,mobile,0.75,3,4,342,true
hanfengyan,mobile,0.75,3,5,473,true
hanfengyan,mobile,0.75,3,6,389,true
hanfengyan,mobile,0.75,3,7,461,true
hanfengyan,mobile,0.75,3,8,340,true
hanfengyan,mobile,0.75,3,9,465,true
hanfengyan,mobile,0.75,3,10,374,true
hanfengyan,mobile,0.75,3,11,486,true
hanfengyan,mobile,0.75,3,12,373,true
hanfengyan,mobile,0.75,3,13,464,true
hanfengyan,mobile,0.75,3,14,398,true
hanfengyan,mobile,0.75,3,15,437,true
hanfengyan,mobile,0.75,3,16,407,true
hanfengyan,mobile,0.75,3,17,418,true
hanfengyan,mobile,0.75,3,18,378,true
hanfengyan,mobile,0.75,4,0,0,true
hanfengyan,mobile,0.75,4,1,376,true
hanfengyan,mobile,0.75,4,2,393,true
hanfengyan,mobile,0.75,4,3,327,true
hanfengyan,mobile,0.75,4,4,370,true
hanfengyan,mobile,0.75,4,5,389,true
hanfengyan,mobile,0.75,4,6,398,true
hanfengyan,mobile,0.75,4,7,342,true
hanfengyan,mobile,0.75,4,8,385,true
hanfengyan,mobile,0.75,4,9,375,true
hanfengyan,mobile,0.75,4,10,380,true
hanfengyan,mobile,0.75,4,11,329,true
hanfengyan,mobile,0.75,4,12,371,true
hanfengyan,mobile,0.75,4,13,351,true
hanfengyan,mobile,0.75,4,14,367,true
hanfengyan,mobile,0.75,4,15,399,true
hanfengyan,mobile,0.75,4,16,417,true
hanfengyan,mobile,0.75,4,17,389,true
hanfengyan,mobile,0.75,4,18,512,true
