Name,Device,Width(cm),Distance(cm),Trial,Time(ms),Correct
hct,mobile,0.75,3,12,294,true
hct,mobile,0.75,3,13,304,true
hct,mobile,0.75,3,14,316,true
hct,mobile,0.75,3,15,267,true
hct,mobile,0.75,3,16,329,true
hct,mobile,0.75,3,17,291,true
hct,mobile,0.75,3,18,295,true
hct,mobile,0.75,4,0,0,true
hct,mobile,0.75,4,1,435,true
hct,mobile,0.75,4,2,398,true
hct,mobile,0.75,4,3,410,true
hct,mobile,0.75,4,4,392,true
hct,mobile,0.75,4,5,368,true
hct,mobile,0.75,4,6,366,true
hct,mobile,0.75,4,7,351,true
hct,mobile,0.75,4,8,367,true
hct,mobile,0.75,4,9,349,true
hct,mobile,0.75,4,10,407,true
hct,mobile,0.75,4,11,385,true
hct,mobile,0.75,4,12,351,true
hct,mobile,0.75,4,13,334,true
hct,mobile,0.75,4,14,384,true
hct,mobile,0.75,4,15,333,true
hct,mobile,0.75,4,16,365,true
hct,mobile,0.75,4,17,359,true
hct,mobile,0.75,4,18,365,true
