Name,Device,Width(cm),Distance(cm),Trial,Time(ms),Correct
hct,mouse,0.75,3,12,472,true
hct,mouse,0.75,3,13,455,true
hct,mouse,0.75,3,14,466,true
hct,mouse,0.75,3,15,561,true
hct,mouse,0.75,3,16,462,true
hct,mouse,0.75,3,17,457,true
hct,mouse,0.75,3,18,466,true
hct,mouse,0.75,4,0,0,true
hct,mouse,0.75,4,1,593,true
hct,mouse,0.75,4,2,462,true
hct,mouse,0.75,4,3,481,true
hct,mouse,0.75,4,4,464,true
hct,mouse,0.75,4,5,482,true
hct,mouse,0.75,4,6,598,true
hct,mouse,0.75,4,7,840,true
hct,mouse,0.75,4,8,480,false
hct,mouse,0.75,4,9,792,true
hct,mouse,0.75,4,10,488,true
hct,mouse,0.75,4,11,543,true
hct,mouse,0.75,4,12,507,true
hct,mouse,0.75,4,13,622,true
hct,mouse,0.75,4,14,536,true
hct,mouse,0.75,4,15,512,true
hct,mouse,0.75,4,16,472,true
hct,mouse,0.75,4,17,592,true
hct,mouse,0.75,4,18,624,true
