Name,Device,Width(cm),Distance(cm),Trial,Time(ms),Correct
zn,mouse,0.75,3,12,504,true
zn,mouse,0.75,3,13,424,false
zn,mouse,0.75,3,14,808,true
zn,mouse,0.75,3,15,466,true
zn,mouse,0.75,3,16,488,true
zn,mouse,0.75,3,17,415,true
zn,mouse,0.75,3,18,495,true
zn,mouse,0.75,4,0,0,true
zn,mouse,0.75,4,1,680,true
zn,mouse,0.75,4,2,528,true
zn,mouse,0.75,4,3,575,true
zn,mouse,0.75,4,4,601,true
zn,mouse,0.75,4,5,610,true
zn,mouse,0.75,4,6,582,true
zn,mouse,0.75,4,7,624,true
zn,mouse,0.75,4,8,609,true
zn,mouse,0.75,4,9,503,true
zn,mouse,0.75,4,10,552,true
zn,mouse,0.75,4,11,592,true
zn,mouse,0.75,4,12,576,true
zn,mouse,0.75,4,13,569,true
zn,mouse,0.75,4,14,616,true
zn,mouse,0.75,4,15,665,true
zn,mouse,0.75,4,16,542,true
zn,mouse,0.75,4,17,537,true
zn,mouse,0.75,4,18,543,true
